"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2014",32.06244735,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2015",30.93243359,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2016",31.01964655,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2017",31.3386166,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2018",31.45711743,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2019",31.51212721,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2020",31.59429554,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2021",31.60521888,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2022",31.66331027,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2023",31.74416885,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2024",31.8418835,
"CHL","MEATCONSUMP","POULTRY","KG_CAP","A","2025",31.95932162,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1993",0.908370949,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1994",0.792239088,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1995",0.732066978,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1996",0.713302708,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1997",0.745288975,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1998",0.772556687,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","1999",0.773518071,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.734325133,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.626600326,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.615474348,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.539879641,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.519435512,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.492139612,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2006",0.588388132,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2007",0.592592953,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2008",0.65283904,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2009",0.558898029,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.488640326,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.535475007,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.529813603,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.428583584,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.376763161,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.411750266,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.412492376,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.413922859,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.413265217,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.413508601,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2020",0.41395032,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2021",0.415002893,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2022",0.416037206,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2023",0.417196645,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2024",0.41852391,
"CHL","MEATCONSUMP","SHEEP","KG_CAP","A","2025",0.419977566,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1990",0.651699712,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1991",0.763533948,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1992",1.016248235,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1993",1.272238131,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1994",1.540605819,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1995",1.974490931,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1996",1.965420944,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1997",2.430023551,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1998",2.635905667,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","1999",2.77926795,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2000",2.920568518,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2001",2.989023589,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2002",3.181027704,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2003",2.9172658,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2004",2.983345939,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2005",2.9910406,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2006",3.028572176,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2007",3.207847728,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2008",3.198803615,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2009",3.315060291,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2010",3.392864224,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2011",3.338512331,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2012",3.425493307,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2013",3.608409659,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2014",3.715579977,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2015",3.817396071,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2016",3.863784587,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2017",3.953225842,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2018",4.043182001,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2019",4.129114871,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2020",4.216468535,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2021",4.305193341,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2022",4.390498426,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2023",4.462651103,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2024",4.521404366,
"CHN","MEATCONSUMP","BEEF","KG_CAP","A","2025",4.601137093,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1990",15.24728216,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1991",16.12933747,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1992",17.21184852,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1993",18.39763257,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1994",19.89984035,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1995",20.1514103,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1996",19.75787583,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1997",22.37400221,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1998",24.02366921,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","1999",23.99188451,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2000",24.77638085,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2001",25.37875685,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2002",26.24036914,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2003",25.4598627,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2004",25.79973049,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2005",26.93416131,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2006",27.42202149,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2007",25.26884782,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2008",27.32345263,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2009",28.59366255,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2010",29.73744511,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2011",28.8779887,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2012",30.33160259,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2013",31.48488019,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2014",32.47500182,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2015",31.56769795,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2016",31.31165568,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2017",31.61028459,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2018",31.99022356,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2019",32.34669279,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2020",32.81598566,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2021",33.24291967,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2022",33.65822875,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2023",34.13992153,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2024",34.54828657,
"CHN","MEATCONSUMP","PIG","KG_CAP","A","2025",34.91426298,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1991",2.979161694,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1992",3.340415266,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1993",4.178566823,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1994",5.505587323,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1995",6.964374831,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1996",6.160267112,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1997",7.080370675,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1998",7.623984585,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","1999",8.024068458,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2000",8.455634654,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2001",8.184876191,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2002",8.206197597,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2003",8.53147605,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2004",8.422880984,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2005",8.998765928,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2006",9.300009429,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2007",9.94546299,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2008",10.55576109,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2009",10.84113882,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2010",10.98742785,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2011",11.12831914,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2012",11.86555079,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2013",11.87660345,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2014",11.25321936,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2015",11.61724318,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2016",11.71552724,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2017",11.89114275,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2018",12.03356111,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2019",12.17168261,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2020",12.36558178,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2021",12.53972676,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2022",12.69978491,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2023",12.90724974,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2024",13.08818981,
"CHN","MEATCONSUMP","POULTRY","KG_CAP","A","2025",13.25120716,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1990",0.811717812,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1991",0.884071672,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1992",0.924390341,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1993",1.003045209,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1994",1.070342303,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1995",1.250757769,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1996",1.287977536,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1997",1.503340227,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1998",1.649116414,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","1999",1.756205739,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2000",1.90806284,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2001",2.032244588,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2002",2.190411887,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2003",2.118139303,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2004",2.262055523,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2005",2.335253019,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2006",2.412566686,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2007",2.537691259,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2008",2.517654222,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2009",2.572641865,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2010",2.649079589,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2011",2.617317797,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2012",2.67361627,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2013",2.802453181,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2014",2.927611897,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2015",2.965417779,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2016",2.984758115,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2017",3.039463034,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2018",3.12596659,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2019",3.230905068,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2020",3.340965991,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2021",3.473092921,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2022",3.556736923,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2023",3.609905153,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2024",3.657046718,
"CHN","MEATCONSUMP","SHEEP","KG_CAP","A","2025",3.743096251,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1993",11.62731473,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1994",12.31908479,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1995",13.12916794,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1996",13.46144846,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1997",13.85461736,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1998",13.65600248,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","1999",12.60165143,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2000",12.92053224,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2001",11.92479931,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2002",11.35818632,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2003",10.60063135,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2004",11.54894143,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2005",12.65974561,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2006",12.85209361,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2007",12.24033988,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2008",11.90978671,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2009",10.89094687,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2010",11.68074261,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2011",12.32027855,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2012",12.63293384,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2013",11.9960627,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2014",12.20848573,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2015",12.10121226,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2016",12.2562323,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2017",12.27244059,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2018",12.26889572,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2019",12.30967925,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2020",12.31000352,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2021",12.25305948,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2022",12.2048066,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2023",12.21360963,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2024",12.25848799,
"COL","MEATCONSUMP","BEEF","KG_CAP","A","2025",12.29500127,
"COL","MEATCONSUMP","PIG","KG_CAP","A","1993",2.910837389,
"COL","MEATCONSUMP","PIG","KG_CAP","A","1994",2.884168807,
"COL","MEATCONSUMP","PIG","KG_CAP","A","1995",2.895462416,
"COL","MEATCONSUMP","PIG","KG_CAP","A","1996",2.71931484,
"COL","MEATCONSUMP","PIG","KG_CAP","A","1997",2.173183677,
"COL","MEATCONSUMP","PIG","KG_CAP","A","1998",1.637739007,
"COL","MEATCONSUMP","PIG","KG_CAP","A","1999",2.22299304,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2000",2.129910146,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2001",1.976343888,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2002",2.127089416,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2003",2.343581641,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2004",2.408490102,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2005",2.35969703,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2006",2.711261633,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2007",3.258887683,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2008",3.153532887,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2009",3.242846632,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2010",3.521084795,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2011",3.994507276,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2012",4.564581175,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2013",4.998586489,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2014",5.157822194,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2015",5.084564383,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2016",5.21328921,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2017",5.168966171,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2018",5.176289544,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2019",5.19038722,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2020",5.189906303,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2021",5.233552582,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2022",5.284602463,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2023",5.324744679,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2024",5.357022204,
"COL","MEATCONSUMP","PIG","KG_CAP","A","2025",5.390409851,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","1993",11.08623729,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","1994",12.22930536,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","1995",13.39720064,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","1996",11.31102496,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","1997",10.46740358,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","1998",11.91267771,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","1999",11.54120101,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2000",11.69692521,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2001",13.60932707,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2002",14.48259944,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2003",14.82122056,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2004",15.01238584,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2005",16.15063305,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2006",17.78100076,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2007",19.13265081,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2008",20.59860785,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2009",20.58045246,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2010",20.84710835,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2011",21.37023928,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2012",21.95642314,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2013",24.76699151,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2014",25.96497281,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2015",26.43592901,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2016",26.83712197,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2017",27.35024035,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2018",27.58242979,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2019",27.76551368,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2020",28.00001205,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2021",28.20770292,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2022",28.45991708,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2023",28.69491339,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2024",28.92099832,
"COL","MEATCONSUMP","POULTRY","KG_CAP","A","2025",29.16406367,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","1993",0.319149521,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","1994",0.313488388,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","1995",0.312096745,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","1996",0.278716098,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","1997",0.297163366,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","1998",0.271464155,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","1999",0.260314076,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2000",0.290229951,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2001",0.27902474,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2002",0.257991573,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2003",0.290205656,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2004",0.308608539,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2005",0.337824745,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2006",0.234214389,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2007",0.229307501,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2008",0.221716537,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2009",0.231740683,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2010",0.214528019,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2011",0.20404061,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2012",0.198239714,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2013",0.192515972,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2014",0.194352985,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2015",0.202352547,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2016",0.207232403,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2017",0.206562644,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2018",0.205062475,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2019",0.205369186,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2020",0.205861015,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2021",0.206896768,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2022",0.207822238,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2023",0.208485605,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2024",0.208985185,
"COL","MEATCONSUMP","SHEEP","KG_CAP","A","2025",0.209501136,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1993",6.170752978,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1994",6.352866297,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1995",6.105301847,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1996",6.309890449,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1997",6.890022543,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1998",6.947108916,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","1999",7.19793439,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2000",7.606063405,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2001",5.356971665,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2002",5.899282828,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2003",6.17926254,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2004",6.920154611,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2005",7.576188716,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2006",8.777444047,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2007",9.037687436,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2008",8.4856528,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2009",8.955133946,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2010",9.798473815,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2011",9.424401338,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2012",9.523389116,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2013",9.473899435,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2014",9.926939574,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2015",10.09560255,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2016",10.01854424,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2017",10.10564855,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2018",10.27596034,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2019",10.32416918,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2020",10.32735833,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2021",10.32341551,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2022",10.330687,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2023",10.38079179,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2024",10.43910056,
"EGY","MEATCONSUMP","BEEF","KG_CAP","A","2025",10.49497123,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","1993",0.037720271,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","1994",0.035643844,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","1995",0.034874449,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","1996",0.034904944,
"EGY","MEATCONSUMP","PIG","KG_CAP","A","1997",0.035353488,
